sehir_adi,analiz_baslangic_tarih,analiz_baslangic_saat,analiz_bitis_tarih,analiz_bitis_saat,sonuc
Elazığ,05-02-2024,00:00,11-02-2024,23:59,0.13
Erzincan,05-02-2024,00:00,11-02-2024,23:59,0.13
Erzurum,05-02-2024,00:00,11-02-2024,23:59,0.16
Eskişehir,05-02-2024,00:00,11-02-2024,23:59,0.17
Gaziantep,05-02-2024,00:00,11-02-2024,23:59,0.2
Giresun,05-02-2024,00:00,11-02-2024,23:59,0.17
Gümüşhane,05-02-2024,00:00,11-02-2024,23:59,0.1
Hakkari,05-02-2024,00:00,11-02-2024,23:59,0.14
Hatay,05-02-2024,00:00,11-02-2024,23:59,0.25
Isparta,05-02-2024,00:00,11-02-2024,23:59,0.17
Mersin,05-02-2024,00:00,11-02-2024,23:59,0.24
İstanbul,05-02-2024,00:00,11-02-2024,23:59,0.41
İzmir,05-02-2024,00:00,11-02-2024,23:59,0.32
Kars,05-02-2024,00:00,11-02-2024,23:59,0.11
Kastamonu,05-02-2024,00:00,11-02-2024,23:59,0.11
Kayseri,05-02-2024,00:00,11-02-2024,23:59,0.16
Kırklareli,05-02-2024,00:00,11-02-2024,23:59,0.11
Kırşehir,05-02-2024,00:00,11-02-2024,23:59,0.12
Kocaeli,05-02-2024,00:00,11-02-2024,23:59,0.25
Konya,05-02-2024,00:00,11-02-2024,23:59,0.14
Kütahya,05-02-2024,00:00,11-02-2024,23:59,0.09
Malatya,05-02-2024,00:00,11-02-2024,23:59,0.16
Manisa,05-02-2024,00:00,11-02-2024,23:59,0.21
Kahramanmaraş,05-02-2024,00:00,11-02-2024,23:59,0.16
Mardin,05-02-2024,00:00,11-02-2024,23:59,0.18
Muğla,05-02-2024,00:00,11-02-2024,23:59,0.15
Muş,05-02-2024,00:00,11-02-2024,23:59,0.16
Nevşehir,05-02-2024,00:00,11-02-2024,23:59,0.15
Niğde,05-02-2024,00:00,11-02-2024,23:59,0.12
Ordu,05-02-2024,00:00,11-02-2024,23:59,0.23
Rize,05-02-2024,00:00,11-02-2024,23:59,0.13
Sakarya,05-02-2024,00:00,11-02-2024,23:59,0.2
Samsun,05-02-2024,00:00,11-02-2024,23:59,0.26
Siirt,05-02-2024,00:00,11-02-2024,23:59,0.2
Sinop,05-02-2024,00:00,11-02-2024,23:59,0.12
Sivas,05-02-2024,00:00,11-02-2024,23:59,0.11
Tekirdağ,05-02-2024,00:00,11-02-2024,23:59,0.13
Tokat,05-02-2024,00:00,11-02-2024,23:59,0.13
Trabzon,05-02-2024,00:00,11-02-2024,23:59,0.19
Tunceli,05-02-2024,00:00,11-02-2024,23:59,0.15
Şanlıurfa,05-02-2024,00:00,11-02-2024,23:59,0.16
Uşak,05-02-2024,00:00,11-02-2024,23:59,0.16
Van,05-02-2024,00:00,11-02-2024,23:59,0.19
Yozgat,05-02-2024,00:00,11-02-2024,23:59,0.06
Zonguldak,05-02-2024,00:00,11-02-2024,23:59,0.19
Aksaray,05-02-2024,00:00,11-02-2024,23:59,0.11
Bayburt,05-02-2024,00:00,11-02-2024,23:59,0.07
Karaman,05-02-2024,00:00,11-02-2024,23:59,0.12
Kırıkkale,05-02-2024,00:00,11-02-2024,23:59,0.2
Batman,05-02-2024,00:00,11-02-2024,23:59,0.19
Şırnak,05-02-2024,00:00,11-02-2024,23:59,0.16
Bartın,05-02-2024,00:00,11-02-2024,23:59,0.14
Ardahan,05-02-2024,00:00,11-02-2024,23:59,0.17
Iğdır,05-02-2024,00:00,11-02-2024,23:59,0.18
Yalova,05-02-2024,00:00,11-02-2024,23:59,0.25
Karabük,05-02-2024,00:00,11-02-2024,23:59,0.12
Kilis,05-02-2024,00:00,11-02-2024,23:59,0.16
Osmaniye,05-02-2024,00:00,11-02-2024,23:59,0.21
Düzce,05-02-2024,00:00,11-02-2024,23:59,0.17
Adana,12-02-2024,00:00,18-02-2024,23:59,0.23
Adıyaman,12-02-2024,00:00,18-02-2024,23:59,0.15
Afyonkarahisar,12-02-2024,00:00,18-02-2024,23:59,0.15
Ağrı,12-02-2024,00:00,18-02-2024,23:59,0.11
Amasya,12-02-2024,00:00,18-02-2024,23:59,0.13
Ankara,12-02-2024,00:00,18-02-2024,23:59,0.22
Antalya,12-02-2024,00:00,18-02-2024,23:59,0.2
Artvin,12-02-2024,00:00,18-02-2024,23:59,0.18
Aydın,12-02-2024,00:00,18-02-2024,23:59,0.24
Balıkesir,12-02-2024,00:00,18-02-2024,23:59,0.15
Bilecik,12-02-2024,00:00,18-02-2024,23:59,0.14
Bingöl,12-02-2024,00:00,18-02-2024,23:59,0.12
Bitlis,12-02-2024,00:00,18-02-2024,23:59,0.15
Bolu,12-02-2024,00:00,18-02-2024,23:59,0.17
Burdur,12-02-2024,00:00,18-02-2024,23:59,0.11
Bursa,12-02-2024,00:00,18-02-2024,23:59,0.33
Çanakkale,12-02-2024,00:00,18-02-2024,23:59,0.15
Çankırı,12-02-2024,00:00,18-02-2024,23:59,0.1
Çorum,12-02-2024,00:00,18-02-2024,23:59,0.11
Denizli,12-02-2024,00:00,18-02-2024,23:59,0.23
Diyarbakır,12-02-2024,00:00,18-02-2024,23:59,0.16
Edirne,12-02-2024,00:00,18-02-2024,23:59,0.18
Elazığ,12-02-2024,00:00,18-02-2024,23:59,0.14
Erzincan,12-02-2024,00:00,18-02-2024,23:59,0.13
Erzurum,12-02-2024,00:00,18-02-2024,23:59,0.15
Eskişehir,12-02-2024,00:00,18-02-2024,23:59,0.17
Gaziantep,12-02-2024,00:00,18-02-2024,23:59,0.2
Giresun,12-02-2024,00:00,18-02-2024,23:59,0.17
Gümüşhane,12-02-2024,00:00,18-02-2024,23:59,0.09
Hakkari,12-02-2024,00:00,18-02-2024,23:59,0.14
Hatay,12-02-2024,00:00,18-02-2024,23:59,0.24
Isparta,12-02-2024,00:00,18-02-2024,23:59,0.17
Mersin,12-02-2024,00:00,18-02-2024,23:59,0.24
İstanbul,12-02-2024,00:00,18-02-2024,23:59,0.41
İzmir,12-02-2024,00:00,18-02-2024,23:59,0.33
Kars,12-02-2024,00:00,18-02-2024,23:59,0.1
Kastamonu,12-02-2024,00:00,18-02-2024,23:59,0.11
Kayseri,12-02-2024,00:00,18-02-2024,23:59,0.16
Kırklareli,12-02-2024,00:00,18-02-2024,23:59,0.1
Kırşehir,12-02-2024,00:00,18-02-2024,23:59,0.13
Kocaeli,12-02-2024,00:00,18-02-2024,23:59,0.25
Konya,12-02-2024,00:00,18-02-2024,23:59,0.14
Kütahya,12-02-2024,00:00,18-02-2024,23:59,0.1
Malatya,12-02-2024,00:00,18-02-2024,23:59,0.16
Manisa,12-02-2024,00:00,18-02-2024,23:59,0.21
Kahramanmaraş,12-02-2024,00:00,18-02-2024,23:59,0.17
Mardin,12-02-2024,00:00,18-02-2024,23:59,0.18
Muğla,12-02-2024,00:00,18-02-2024,23:59,0.15
Muş,12-02-2024,00:00,18-02-2024,23:59,0.15
Nevşehir,12-02-2024,00:00,18-02-2024,23:59,0.15
Niğde,12-02-2024,00:00,18-02-2024,23:59,0.12
Ordu,12-02-2024,00:00,18-02-2024,23:59,0.23
Rize,12-02-2024,00:00,18-02-2024,23:59,0.13
Sakarya,12-02-2024,00:00,18-02-2024,23:59,0.2
Samsun,12-02-2024,00:00,18-02-2024,23:59,0.26
Siirt,12-02-2024,00:00,18-02-2024,23:59,0.2
Sinop,12-02-2024,00:00,18-02-2024,23:59,0.13
Sivas,12-02-2024,00:00,18-02-2024,23:59,0.11
Tekirdağ,12-02-2024,00:00,18-02-2024,23:59,0.13
Tokat,12-02-2024,00:00,18-02-2024,23:59,0.13
Trabzon,12-02-2024,00:00,18-02-2024,23:59,0.2
Tunceli,12-02-2024,00:00,18-02-2024,23:59,0.15
Şanlıurfa,12-02-2024,00:00,18-02-2024,23:59,0.16
Uşak,12-02-2024,00:00,18-02-2024,23:59,0.16
Van,12-02-2024,00:00,18-02-2024,23:59,0.18
Yozgat,12-02-2024,00:00,18-02-2024,23:59,0.06
Zonguldak,12-02-2024,00:00,18-02-2024,23:59,0.2
Aksaray,12-02-2024,00:00,18-02-2024,23:59,0.12
Bayburt,12-02-2024,00:00,18-02-2024,23:59,0.07
Karaman,12-02-2024,00:00,18-02-2024,23:59,0.11
Kırıkkale,12-02-2024,00:00,18-02-2024,23:59,0.2
Batman,12-02-2024,00:00,18-02-2024,23:59,0.19
Şırnak,12-02-2024,00:00,18-02-2024,23:59,0.16
Bartın,12-02-2024,00:00,18-02-2024,23:59,0.15
Ardahan,12-02-2024,00:00,18-02-2024,23:59,0.09
Iğdır,12-02-2024,00:00,18-02-2024,23:59,0.18
Yalova,12-02-2024,00:00,18-02-2024,23:59,0.26
Karabük,12-02-2024,00:00,18-02-2024,23:59,0.12
Kilis,12-02-2024,00:00,18-02-2024,23:59,0.16
Osmaniye,12-02-2024,00:00,18-02-2024,23:59,0.21
Düzce,12-02-2024,00:00,18-02-2024,23:59,0.17
Adana,19-02-2024,00:00,25-02-2024,23:59,0.23
Adıyaman,19-02-2024,00:00,25-02-2024,23:59,0.15
Afyonkarahisar,19-02-2024,00:00,25-02-2024,23:59,0.15
Ağrı,19-02-2024,00:00,25-02-2024,23:59,0.11
Amasya,19-02-2024,00:00,25-02-2024,23:59,0.12
Ankara,19-02-2024,00:00,25-02-2024,23:59,0.22
Antalya,19-02-2024,00:00,25-02-2024,23:59,0.2
Artvin,19-02-2024,00:00,25-02-2024,23:59,0.19
Aydın,19-02-2024,00:00,25-02-2024,23:59,0.24
Balıkesir,19-02-2024,00:00,25-02-2024,23:59,0.15
Bilecik,19-02-2024,00:00,25-02-2024,23:59,0.13
Bingöl,19-02-2024,00:00,25-02-2024,23:59,0.11
Bitlis,19-02-2024,00:00,25-02-2024,23:59,0.15
Bolu,19-02-2024,00:00,25-02-2024,23:59,0.16
Burdur,19-02-2024,00:00,25-02-2024,23:59,0.1
Bursa,19-02-2024,00:00,25-02-2024,23:59,0.33
Çanakkale,19-02-2024,00:00,25-02-2024,23:59,0.14
Çankırı,19-02-2024,00:00,25-02-2024,23:59,0.1
Çorum,19-02-2024,00:00,25-02-2024,23:59,0.11
Denizli,19-02-2024,00:00,25-02-2024,23:59,0.22
Diyarbakır,19-02-2024,00:00,25-02-2024,23:59,0.16
Edirne,19-02-2024,00:00,25-02-2024,23:59,0.18
Elazığ,19-02-2024,00:00,25-02-2024,23:59,0.13
Erzincan,19-02-2024,00:00,25-02-2024,23:59,0.13
Erzurum,19-02-2024,00:00,25-02-2024,23:59,0.15
Eskişehir,19-02-2024,00:00,25-02-2024,23:59,0.17
Gaziantep,19-02-2024,00:00,25-02-2024,23:59,0.2
Giresun,19-02-2024,00:00,25-02-2024,23:59,0.17
Gümüşhane,19-02-2024,00:00,25-02-2024,23:59,0.1
Hakkari,19-02-2024,00:00,25-02-2024,23:59,0.13
Hatay,19-02-2024,00:00,25-02-2024,23:59,0.24
Isparta,19-02-2024,00:00,25-02-2024,23:59,0.17
Mersin,19-02-2024,00:00,25-02-2024,23:59,0.23
İstanbul,19-02-2024,00:00,25-02-2024,23:59,0.41
İzmir,19-02-2024,00:00,25-02-2024,23:59,0.32
Kars,19-02-2024,00:00,25-02-2024,23:59,0.11
Kastamonu,19-02-2024,00:00,25-02-2024,23:59,0.11
Kayseri,19-02-2024,00:00,25-02-2024,23:59,0.16
Kırklareli,19-02-2024,00:00,25-02-2024,23:59,0.1
Kırşehir,19-02-2024,00:00,25-02-2024,23:59,0.12
Kocaeli,19-02-2024,00:00,25-02-2024,23:59,0.24
Konya,19-02-2024,00:00,25-02-2024,23:59,0.14
Kütahya,19-02-2024,00:00,25-02-2024,23:59,0.1
Malatya,19-02-2024,00:00,25-02-2024,23:59,0.15
Manisa,19-02-2024,00:00,25-02-2024,23:59,0.2
Kahramanmaraş,19-02-2024,00:00,25-02-2024,23:59,0.17
Mardin,19-02-2024,00:00,25-02-2024,23:59,0.18
Muğla,19-02-2024,00:00,25-02-2024,23:59,0.15
Muş,19-02-2024,00:00,25-02-2024,23:59,0.15
Nevşehir,19-02-2024,00:00,25-02-2024,23:59,0.15
Niğde,19-02-2024,00:00,25-02-2024,23:59,0.12
Ordu,19-02-2024,00:00,25-02-2024,23:59,0.23
Rize,19-02-2024,00:00,25-02-2024,23:59,0.14
Sakarya,19-02-2024,00:00,25-02-2024,23:59,0.2
Samsun,19-02-2024,00:00,25-02-2024,23:59,0.26
Siirt,19-02-2024,00:00,25-02-2024,23:59,0.19
Sinop,19-02-2024,00:00,25-02-2024,23:59,0.13
Sivas,19-02-2024,00:00,25-02-2024,23:59,0.11
Tekirdağ,19-02-2024,00:00,25-02-2024,23:59,0.13
Tokat,19-02-2024,00:00,25-02-2024,23:59,0.13
Trabzon,19-02-2024,00:00,25-02-2024,23:59,0.2
Tunceli,19-02-2024,00:00,25-02-2024,23:59,0.15
Şanlıurfa,19-02-2024,00:00,25-02-2024,23:59,0.16
Uşak,19-02-2024,00:00,25-02-2024,23:59,0.16
Van,19-02-2024,00:00,25-02-2024,23:59,0.18
Yozgat,19-02-2024,00:00,25-02-2024,23:59,0.06
Zonguldak,19-02-2024,00:00,25-02-2024,23:59,0.19
Aksaray,19-02-2024,00:00,25-02-2024,23:59,0.11
Bayburt,19-02-2024,00:00,25-02-2024,23:59,0.07
Karaman,19-02-2024,00:00,25-02-2024,23:59,0.11
Kırıkkale,19-02-2024,00:00,25-02-2024,23:59,0.2
Batman,19-02-2024,00:00,25-02-2024,23:59,0.19
Şırnak,19-02-2024,00:00,25-02-2024,23:59,0.16
Bartın,19-02-2024,00:00,25-02-2024,23:59,0.15
Ardahan,19-02-2024,00:00,25-02-2024,23:59,0.09
Iğdır,19-02-2024,00:00,25-02-2024,23:59,0.18
Yalova,19-02-2024,00:00,25-02-2024,23:59,0.25
Karabük,19-02-2024,00:00,25-02-2024,23:59,0.12
Kilis,19-02-2024,00:00,25-02-2024,23:59,0.16
Osmaniye,19-02-2024,00:00,25-02-2024,23:59,0.2
Düzce,19-02-2024,00:00,25-02-2024,23:59,0.16
Adana,26-02-2024,00:00,03-03-2024,23:59,0.23
Adıyaman,26-02-2024,00:00,03-03-2024,23:59,0.15
Afyonkarahisar,26-02-2024,00:00,03-03-2024,23:59,0.15
Ağrı,26-02-2024,00:00,03-03-2024,23:59,0.11
Amasya,26-02-2024,00:00,03-03-2024,23:59,0.12
Ankara,26-02-2024,00:00,03-03-2024,23:59,0.22
Antalya,26-02-2024,00:00,03-03-2024,23:59,0.2
Artvin,26-02-2024,00:00,03-03-2024,23:59,0.18
Aydın,26-02-2024,00:00,03-03-2024,23:59,0.24
Balıkesir,26-02-2024,00:00,03-03-2024,23:59,0.15
Bilecik,26-02-2024,00:00,03-03-2024,23:59,0.13
Bingöl,26-02-2024,00:00,03-03-2024,23:59,0.11
Bitlis,26-02-2024,00:00,03-03-2024,23:59,0.14
Bolu,26-02-2024,00:00,03-03-2024,23:59,0.17
Burdur,26-02-2024,00:00,03-03-2024,23:59,0.1
Bursa,26-02-2024,00:00,03-03-2024,23:59,0.33
Çanakkale,26-02-2024,00:00,03-03-2024,23:59,0.15
Çankırı,26-02-2024,00:00,03-03-2024,23:59,0.1
Çorum,26-02-2024,00:00,03-03-2024,23:59,0.11
Denizli,26-02-2024,00:00,03-03-2024,23:59,0.22
Diyarbakır,26-02-2024,00:00,03-03-2024,23:59,0.16
Edirne,26-02-2024,00:00,03-03-2024,23:59,0.18
Elazığ,26-02-2024,00:00,03-03-2024,23:59,0.14
Erzincan,26-02-2024,00:00,03-03-2024,23:59,0.13
Erzurum,26-02-2024,00:00,03-03-2024,23:59,0.15
Eskişehir,26-02-2024,00:00,03-03-2024,23:59,0.17
Gaziantep,26-02-2024,00:00,03-03-2024,23:59,0.2
Giresun,26-02-2024,00:00,03-03-2024,23:59,0.16
Gümüşhane,26-02-2024,00:00,03-03-2024,23:59,0.09
Hakkari,26-02-2024,00:00,03-03-2024,23:59,0.13
Hatay,26-02-2024,00:00,03-03-2024,23:59,0.24
Isparta,26-02-2024,00:00,03-03-2024,23:59,0.17
Mersin,26-02-2024,00:00,03-03-2024,23:59,0.23
İstanbul,26-02-2024,00:00,03-03-2024,23:59,0.41
İzmir,26-02-2024,00:00,03-03-2024,23:59,0.33
Kars,26-02-2024,00:00,03-03-2024,23:59,0.1
Kastamonu,26-02-2024,00:00,03-03-2024,23:59,0.11
Kayseri,26-02-2024,00:00,03-03-2024,23:59,0.16
Kırklareli,26-02-2024,00:00,03-03-2024,23:59,0.1
Kırşehir,26-02-2024,00:00,03-03-2024,23:59,0.13
Kocaeli,26-02-2024,00:00,03-03-2024,23:59,0.25
Konya,26-02-2024,00:00,03-03-2024,23:59,0.13
Kütahya,26-02-2024,00:00,03-03-2024,23:59,0.1
Malatya,26-02-2024,00:00,03-03-2024,23:59,0.15
Manisa,26-02-2024,00:00,03-03-2024,23:59,0.21
Kahramanmaraş,26-02-2024,00:00,03-03-2024,23:59,0.16
Mardin,26-02-2024,00:00,03-03-2024,23:59,0.18
Muğla,26-02-2024,00:00,03-03-2024,23:59,0.15
Muş,26-02-2024,00:00,03-03-2024,23:59,0.14
Nevşehir,26-02-2024,00:00,03-03-2024,23:59,0.15
Niğde,26-02-2024,00:00,03-03-2024,23:59,0.12
Ordu,26-02-2024,00:00,03-03-2024,23:59,0.23
Rize,26-02-2024,00:00,03-03-2024,23:59,0.14
Sakarya,26-02-2024,00:00,03-03-2024,23:59,0.2
Samsun,26-02-2024,00:00,03-03-2024,23:59,0.25
Siirt,26-02-2024,00:00,03-03-2024,23:59,0.2
Sinop,26-02-2024,00:00,03-03-2024,23:59,0.12
Sivas,26-02-2024,00:00,03-03-2024,23:59,0.11
Tekirdağ,26-02-2024,00:00,03-03-2024,23:59,0.13
Tokat,26-02-2024,00:00,03-03-2024,23:59,0.12
Trabzon,26-02-2024,00:00,03-03-2024,23:59,0.2
Tunceli,26-02-2024,00:00,03-03-2024,23:59,0.14
Şanlıurfa,26-02-2024,00:00,03-03-2024,23:59,0.16
Uşak,26-02-2024,00:00,03-03-2024,23:59,0.16
Van,26-02-2024,00:00,03-03-2024,23:59,0.17
Yozgat,26-02-2024,00:00,03-03-2024,23:59,0.06
Zonguldak,26-02-2024,00:00,03-03-2024,23:59,0.18
Aksaray,26-02-2024,00:00,03-03-2024,23:59,0.12
Bayburt,26-02-2024,00:00,03-03-2024,23:59,0.07
Karaman,26-02-2024,00:00,03-03-2024,23:59,0.11
Kırıkkale,26-02-2024,00:00,03-03-2024,23:59,0.2
Batman,26-02-2024,00:00,03-03-2024,23:59,0.19
Şırnak,26-02-2024,00:00,03-03-2024,23:59,0.16
Bartın,26-02-2024,00:00,03-03-2024,23:59,0.15
Ardahan,26-02-2024,00:00,03-03-2024,23:59,0.08
Iğdır,26-02-2024,00:00,03-03-2024,23:59,0.17
Yalova,26-02-2024,00:00,03-03-2024,23:59,0.25
Karabük,26-02-2024,00:00,03-03-2024,23:59,0.12
Kilis,26-02-2024,00:00,03-03-2024,23:59,0.16
Osmaniye,26-02-2024,00:00,03-03-2024,23:59,0.21
Düzce,26-02-2024,00:00,03-03-2024,23:59,0.17
Adana,04-03-2024,00:00,10-03-2024,23:59,0.23
Adıyaman,04-03-2024,00:00,10-03-2024,23:59,0.15
Afyonkarahisar,04-03-2024,00:00,10-03-2024,23:59,0.15
Ağrı,04-03-2024,00:00,10-03-2024,23:59,0.12
Amasya,04-03-2024,00:00,10-03-2024,23:59,0.12
Ankara,04-03-2024,00:00,10-03-2024,23:59,0.22
Antalya,04-03-2024,00:00,10-03-2024,23:59,0.2
Artvin,04-03-2024,00:00,10-03-2024,23:59,0.19
Aydın,04-03-2024,00:00,10-03-2024,23:59,0.24
Balıkesir,04-03-2024,00:00,10-03-2024,23:59,0.15
Bilecik,04-03-2024,00:00,10-03-2024,23:59,0.13
Bingöl,04-03-2024,00:00,10-03-2024,23:59,0.12
Bitlis,04-03-2024,00:00,10-03-2024,23:59,0.15
Bolu,04-03-2024,00:00,10-03-2024,23:59,0.17
Burdur,04-03-2024,00:00,10-03-2024,23:59,0.11
Bursa,04-03-2024,00:00,10-03-2024,23:59,0.33
Çanakkale,04-03-2024,00:00,10-03-2024,23:59,0.15
Çankırı,04-03-2024,00:00,10-03-2024,23:59,0.1
Çorum,04-03-2024,00:00,10-03-2024,23:59,0.12
Denizli,04-03-2024,00:00,10-03-2024,23:59,0.22
Diyarbakır,04-03-2024,00:00,10-03-2024,23:59,0.17
Edirne,04-03-2024,00:00,10-03-2024,23:59,0.18
Elazığ,04-03-2024,00:00,10-03-2024,23:59,0.14
Erzincan,04-03-2024,00:00,10-03-2024,23:59,0.14
Erzurum,04-03-2024,00:00,10-03-2024,23:59,0.16
Eskişehir,04-03-2024,00:00,10-03-2024,23:59,0.17
Gaziantep,04-03-2024,00:00,10-03-2024,23:59,0.2
Giresun,04-03-2024,00:00,10-03-2024,23:59,0.17
Gümüşhane,04-03-2024,00:00,10-03-2024,23:59,0.1
Hakkari,04-03-2024,00:00,10-03-2024,23:59,0.13
Hatay,04-03-2024,00:00,10-03-2024,23:59,0.24
Isparta,04-03-2024,00:00,10-03-2024,23:59,0.17
Mersin,04-03-2024,00:00,10-03-2024,23:59,0.23
İstanbul,04-03-2024,00:00,10-03-2024,23:59,0.42
İzmir,04-03-2024,00:00,10-03-2024,23:59,0.33
Kars,04-03-2024,00:00,10-03-2024,23:59,0.11
Kastamonu,04-03-2024,00:00,10-03-2024,23:59,0.11
Kayseri,04-03-2024,00:00,10-03-2024,23:59,0.16
Kırklareli,04-03-2024,00:00,10-03-2024,23:59,0.1
Kırşehir,04-03-2024,00:00,10-03-2024,23:59,0.13
Kocaeli,04-03-2024,00:00,10-03-2024,23:59,0.25
Konya,04-03-2024,00:00,10-03-2024,23:59,0.13
Kütahya,04-03-2024,00:00,10-03-2024,23:59,0.1
Malatya,04-03-2024,00:00,10-03-2024,23:59,0.15
Manisa,04-03-2024,00:00,10-03-2024,23:59,0.21
Kahramanmaraş,04-03-2024,00:00,10-03-2024,23:59,0.17
Mardin,04-03-2024,00:00,10-03-2024,23:59,0.18
Muğla,04-03-2024,00:00,10-03-2024,23:59,0.15
Muş,04-03-2024,00:00,10-03-2024,23:59,0.14
Nevşehir,04-03-2024,00:00,10-03-2024,23:59,0.15
Niğde,04-03-2024,00:00,10-03-2024,23:59,0.12
Ordu,04-03-2024,00:00,10-03-2024,23:59,0.23
Rize,04-03-2024,00:00,10-03-2024,23:59,0.14
Sakarya,04-03-2024,00:00,10-03-2024,23:59,0.2
Samsun,04-03-2024,00:00,10-03-2024,23:59,0.26
Siirt,04-03-2024,00:00,10-03-2024,23:59,0.19
Sinop,04-03-2024,00:00,10-03-2024,23:59,0.12
Sivas,04-03-2024,00:00,10-03-2024,23:59,0.12
Tekirdağ,04-03-2024,00:00,10-03-2024,23:59,0.13
Tokat,04-03-2024,00:00,10-03-2024,23:59,0.13
Trabzon,04-03-2024,00:00,10-03-2024,23:59,0.2
Tunceli,04-03-2024,00:00,10-03-2024,23:59,0.15
Şanlıurfa,04-03-2024,00:00,10-03-2024,23:59,0.16
Uşak,04-03-2024,00:00,10-03-2024,23:59,0.16
Van,04-03-2024,00:00,10-03-2024,23:59,0.18
Yozgat,04-03-2024,00:00,10-03-2024,23:59,0.07
Zonguldak,04-03-2024,00:00,10-03-2024,23:59,0.19
Aksaray,04-03-2024,00:00,10-03-2024,23:59,0.12
Bayburt,04-03-2024,00:00,10-03-2024,23:59,0.07
Karaman,04-03-2024,00:00,10-03-2024,23:59,0.11
Kırıkkale,04-03-2024,00:00,10-03-2024,23:59,0.2
Batman,04-03-2024,00:00,10-03-2024,23:59,0.19
Şırnak,04-03-2024,00:00,10-03-2024,23:59,0.16
Bartın,04-03-2024,00:00,10-03-2024,23:59,0.15
Ardahan,04-03-2024,00:00,10-03-2024,23:59,0.09
Iğdır,04-03-2024,00:00,10-03-2024,23:59,0.17
Yalova,04-03-2024,00:00,10-03-2024,23:59,0.25
Karabük,04-03-2024,00:00,10-03-2024,23:59,0.12
Kilis,04-03-2024,00:00,10-03-2024,23:59,0.16
Osmaniye,04-03-2024,00:00,10-03-2024,23:59,0.2
Düzce,04-03-2024,00:00,10-03-2024,23:59,0.17
Adana,11-03-2024,00:00,17-03-2024,23:59,0.22
Adıyaman,11-03-2024,00:00,17-03-2024,23:59,0.15
Afyonkarahisar,11-03-2024,00:00,17-03-2024,23:59,0.15
Ağrı,11-03-2024,00:00,17-03-2024,23:59,0.11
Amasya,11-03-2024,00:00,17-03-2024,23:59,0.12
Ankara,11-03-2024,00:00,17-03-2024,23:59,0.22
Antalya,11-03-2024,00:00,17-03-2024,23:59,0.2
Artvin,11-03-2024,00:00,17-03-2024,23:59,0.18
Aydın,11-03-2024,00:00,17-03-2024,23:59,0.23
Balıkesir,11-03-2024,00:00,17-03-2024,23:59,0.15
Bilecik,11-03-2024,00:00,17-03-2024,23:59,0.13
Bingöl,11-03-2024,00:00,17-03-2024,23:59,0.12
Bitlis,11-03-2024,00:00,17-03-2024,23:59,0.14
Bolu,11-03-2024,00:00,17-03-2024,23:59,0.17
Burdur,11-03-2024,00:00,17-03-2024,23:59,0.11
Bursa,11-03-2024,00:00,17-03-2024,23:59,0.33
Çanakkale,11-03-2024,00:00,17-03-2024,23:59,0.14
Çankırı,11-03-2024,00:00,17-03-2024,23:59,0.1
Çorum,11-03-2024,00:00,17-03-2024,23:59,0.12
Denizli,11-03-2024,00:00,17-03-2024,23:59,0.22
Diyarbakır,11-03-2024,00:00,17-03-2024,23:59,0.16
Edirne,11-03-2024,00:00,17-03-2024,23:59,0.18
Elazığ,11-03-2024,00:00,17-03-2024,23:59,0.14
Erzincan,11-03-2024,00:00,17-03-2024,23:59,0.14
Erzurum,11-03-2024,00:00,17-03-2024,23:59,0.16
Eskişehir,11-03-2024,00:00,17-03-2024,23:59,0.17
Gaziantep,11-03-2024,00:00,17-03-2024,23:59,0.2
Giresun,11-03-2024,00:00,17-03-2024,23:59,0.16
Gümüşhane,11-03-2024,00:00,17-03-2024,23:59,0.1
Hakkari,11-03-2024,00:00,17-03-2024,23:59,0.14
Hatay,11-03-2024,00:00,17-03-2024,23:59,0.24
Isparta,11-03-2024,00:00,17-03-2024,23:59,0.17
Mersin,11-03-2024,00:00,17-03-2024,23:59,0.23
İstanbul,11-03-2024,00:00,17-03-2024,23:59,0.4
İzmir,11-03-2024,00:00,17-03-2024,23:59,0.32
Kars,11-03-2024,00:00,17-03-2024,23:59,0.12
Kastamonu,11-03-2024,00:00,17-03-2024,23:59,0.11
Kayseri,11-03-2024,00:00,17-03-2024,23:59,0.16
Kırklareli,11-03-2024,00:00,17-03-2024,23:59,0.11
Kırşehir,11-03-2024,00:00,17-03-2024,23:59,0.13
Kocaeli,11-03-2024,00:00,17-03-2024,23:59,0.24
Konya,11-03-2024,00:00,17-03-2024,23:59,0.13
Kütahya,11-03-2024,00:00,17-03-2024,23:59,0.1
Malatya,11-03-2024,00:00,17-03-2024,23:59,0.15
Manisa,11-03-2024,00:00,17-03-2024,23:59,0.21
Kahramanmaraş,11-03-2024,00:00,17-03-2024,23:59,0.16
Mardin,11-03-2024,00:00,17-03-2024,23:59,0.17
Muğla,11-03-2024,00:00,17-03-2024,23:59,0.15
Muş,11-03-2024,00:00,17-03-2024,23:59,0.15
Nevşehir,11-03-2024,00:00,17-03-2024,23:59,0.15
Niğde,11-03-2024,00:00,17-03-2024,23:59,0.12
Ordu,11-03-2024,00:00,17-03-2024,23:59,0.23
Rize,11-03-2024,00:00,17-03-2024,23:59,0.13
Sakarya,11-03-2024,00:00,17-03-2024,23:59,0.2
Samsun,11-03-2024,00:00,17-03-2024,23:59,0.25
